Layers,Input_Dim,Hidden_Dim,Params,FLOPs,Latency_ms,RAM_MB
21,221,463,4404066,17029580,0.6500975698629932,91.04594696271471
1,1352,1140,1553830,12828936,0.08636524964487528,60.354020078564545
7,621,1517,14775590,18890529,1.3951767145618696,150.43171815069724
3,1291,115,176420,1285939,0.062172731203840044,89.02827903273554
5,1047,1098,5988502,52734217,0.38892355966779496,129.93349296156532
5,93,1688,11579690,99828917,0.9911404502701527,102.94153232702715
3,1125,868,2494642,16520522,0.16730652356895143,114.41697673162733
20,1444,1228,30461778,141026027,2.468911032947568,188.89630146241805
22,159,1425,42915310,382561098,3.464788833768664,243.99812120779583
20,728,793,12549235,118945575,1.0594748497907376,123.09545306841979
14,1911,1460,30535910,66751972,2.483734264201399,209.14517673245624
9,540,969,8053369,45595817,0.7555488851074009,91.30209245532939
12,1422,633,5321641,10222295,0.4833945084989086,74.18019667037882
4,192,396,552034,2771813,0.06199378509404377,70.29823556473445
18,229,407,2920642,25109596,0.3632737876215599,69.06362087349697
17,759,903,13756312,91480722,1.267083567665693,93.17974305098043
15,1610,1124,19525014,91373712,1.5358478444798924,172.04613951656412
4,2037,819,3692062,34196016,0.200496158945394,91.16472498307336
10,217,771,5532706,25747634,0.4472627604715904,81.90020667052625
7,1928,278,1004424,5738055,0.10716410261047789,47.83288086934658
22,2011,1973,85778158,401808657,7.993490245624768,391.50901193045905
1,1574,1264,2003450,19483001,0.16571569449295556,101.27421104253517
9,1040,1999,34084959,249602710,3.236769759581649,229.50459863768793
6,1912,1160,8964490,63653842,0.8423948540057595,141.05790049959518
14,1437,715,7690550,75180880,0.6199016897111603,91.7103627609209
19,2026,1294,32799028,280779089,3.5280793821240897,197.1318529224231
6,84,297,470755,2482236,0.12657218835775713,96.28170240022483
11,1565,727,6438322,48930451,0.562876361076164,101.30499408104787
21,510,1436,42018806,204627197,4.619680201961718,257.28741925313085
13,1342,270,1243360,1689712,0.2138692118008543,113.23180180784827
13,237,1586,30597122,88224058,2.910263553373671,167.81123720179534
10,770,216,590554,5860523,0.10940380145165955,90.89878822993495
11,326,666,4666672,24941261,0.38008739987108414,84.15176343975038
16,1887,1011,17265868,126302986,2.449477283708214,140.86944739718933
9,494,1609,21536475,182846319,1.4213100135750305,181.66442460499024
22,424,514,5782510,11839980,0.7510392336247065,129.26323801414594
2,1739,1880,6826290,64276341,0.49863214108552395,93.55237215261076
13,1997,672,6776458,13339580,0.5591155931276436,117.74919116236352
5,304,527,1279039,9527326,0.1255831949074874,98.60493408055153
17,1774,321,2226787,5256312,0.3208603893436597,110.09971615819016
12,919,1828,38477582,51255795,2.9307779029230794,224.63233162255466
1,1622,571,932453,1641767,0.06299982571394212,45.99293718619588
8,193,1195,10248330,63247324,0.9422721533888099,103.4762258771339
11,1276,2045,44472625,270704316,8.152742676379773,231.77075463620628
5,660,191,274859,1810325,0.12133684449936126,50.74947419504845
7,627,1275,10574860,102772075,1.0061234341701824,150.726270278615
1,493,155,78130,608183,0.024893435538773486,93.0715477195817
20,1831,46,125820,721696,0.19698866927843545,77.01874135753448
11,390,1415,20603825,41544879,1.720761588863466,174.2507885016348
1,664,654,441460,878082,0.041095957409649074,63.81004218179388
23,1122,181,929807,6975350,0.28550651244342506,74.59928827370406
14,1479,82,210668,1821981,0.1446938226059483,77.72369388427546
23,1986,264,2066338,11697063,0.2685668371019791,84.06152993128487
12,644,438,2402002,12974647,0.22172115493627764,78.92612432628344
10,1215,868,7852806,36021451,0.7148670407887482,87.31330295905794
23,1378,1813,74871471,721604189,6.294668562356335,328.9226337107509
14,784,308,1482106,6290737,0.2116539877336092,72.00983349109761
2,347,1422,2532592,22593269,0.11555697242499685,78.16045452288574
17,361,353,2130718,16453263,0.2785004674524426,56.06780763538464
10,1330,1707,28529101,95777372,2.1569113274993037,183.94628920842615
15,722,1501,32663271,67106932,2.4132188524001186,198.82436589937566
23,959,376,3483274,18075559,0.3584993631695114,77.98103405362777
24,389,1939,87293790,571334529,7.5060880310808615,446.45465115079537
3,1695,187,389344,1395469,0.05382934777620803,100.00873605102126
22,1439,1483,48366572,209385269,3.68821400844329,243.39389719486135
11,392,997,10351861,19894301,1.051278656567126,91.07499079008849
7,1427,738,4333546,19071400,0.3233843351891484,88.19428206810454
17,666,1584,41242618,208022913,3.769083976207403,253.7885185378998
13,1962,178,733548,2200168,0.18171934655328242,55.0584573045365
4,815,587,1520340,2892527,0.1228956930398583,57.42291948277277
11,1865,109,324394,2944903,0.09636188620410693,67.89683990597484
13,1206,467,3191021,17582437,0.29595090695082527,85.16017988250135
17,1399,288,1737802,12403925,0.23406289292576085,68.07744894123918
8,1255,1050,9054160,31772157,0.8515656973341741,117.24124527896599
21,1147,499,5567852,39823472,0.5629366755415068,71.8270856389746
13,984,1621,33164049,38573928,2.556387672706047,185.8362652524057
21,1425,866,16260026,145735595,1.309374267537756,125.74067745498202
1,1064,1019,1095435,5132227,0.0766756827409169,63.12536117995465
2,620,2040,5450890,9116694,0.3185113099231727,95.49991136791692
14,1208,1813,44964223,379135733,3.3809624859065934,229.7188202102836
15,1760,587,5871771,23099540,0.5339081439273438,94.45559185825608
7,581,1621,16735214,29478809,1.2403705320264355,148.8232081334078
14,833,1274,22191816,151632211,2.16761048255064,143.72067948013063
10,1990,1152,14259466,135101276,1.8946731936051684,125.6385635840148
4,82,811,2051029,7182870,0.36296710377345204,95.50391123126217
3,888,672,1508650,2809600,0.12465903787053494,100.3672206595263
12,444,135,263395,699295,0.13860684067475978,68.43960952024263
16,1205,112,326042,524741,0.12348404309594643,78.3436956732221
7,1778,356,1399446,8198184,0.13425500191503173,83.04045999913326
8,341,1440,15032170,30021090,1.4153355004092654,172.92226333153184
21,529,1715,59784910,517413287,7.32264841248586,332.01792867894284
1,1719,1591,2752440,27396638,0.20810827780911573,88.37314377862145
24,223,1731,69361180,384661843,5.475610789257437,314.0440672223952
16,1856,146,594522,2198303,0.1860625024500167,67.74939993858412
3,1724,1212,5043142,7790352,0.3829374679885855,79.10225884662269
5,949,391,988458,8085462,0.10941310145439359,61.980618331552556
16,1814,264,1531210,2900919,0.19188746104510165,87.40468965490727
22,779,1830,71811040,422037227,7.037106979358826,305.71276747480835
13,562,1799,39889237,94522587,6.714346942212797,243.17937694990232
5,1121,955,4732990,36949207,0.3446282643474561,79.13871836531945
23,1353,961,21649418,27082689,2.0175879369337673,154.99007141695083
3,448,638,1108216,10714593,0.137746422207234,82.24685237747998
17,1902,603,6980941,65143627,0.6999777413463265,109.64640427262368
2,119,1242,1705276,13003310,0.12476966016888484,89.20643404034102
20,1253,1526,46202712,385693706,4.2279136046199755,269.09085982889513
13,484,1228,18718414,163483129,1.3698547888035073,165.76602115714272
12,423,640,4790410,31624010,0.40283184940603967,97.46596248446976
12,301,1490,24902380,191902169,2.16974762473711,149.5732742251076
9,494,471,2016361,15691894,0.17178096901199214,68.59667352309151
3,1099,129,176740,814659,0.05137267475603567,65.27718785883815
12,234,1749,34096765,131945999,3.10558159832505,223.13169550407306
1,203,686,146814,501064,0.024608611602564338,70.26206534264688
17,720,482,4077248,35779837,0.3659155731756601,76.76734166637452
9,1831,1727,27055192,106028953,2.5514075262907014,155.8508020149294
5,1784,641,2796693,22779306,0.1559901776480202,92.97904449552888
15,1205,1880,51794010,210715934,4.710898647638506,279.4370419442546
1,1467,149,220232,600426,0.033810316908199835,79.91410815934016
17,1681,158,669298,5382818,0.1596933755661461,57.805777076557526
6,1656,2027,23932799,119157506,2.9357692916478015,161.68196039514194
16,1112,1974,60696562,121600311,8.859390477839968,337.72929317521374
24,819,863,17865836,99688344,2.795260945746619,118.6602872147905
2,396,1556,3055994,28286060,0.36462148147097123,57.55763747917504
7,1504,1660,19058470,28546116,1.6109813154064265,182.26771059799682
7,1277,819,5084362,42654173,0.31563049294058904,71.73162220130286
21,1890,1833,70718983,463359682,4.662444571299452,351.43687382260515
1,467,561,268168,1818222,0.029150108989326518,44.545927972692944
5,1801,1271,8769910,42953009,0.7848268150782216,114.23268686202694
19,1038,233,1225823,8578111,0.23851750602424554,79.66203151913827
23,1470,1576,57011810,378662677,4.603792205946955,296.7317933953303
21,693,1709,59650946,389982253,6.717519929230419,316.39445556858465
12,1063,1208,17362594,61442158,3.745020891663415,171.92329109042663
2,246,326,190394,1395363,0.061379432656588996,51.83966068480098
9,1222,608,3711850,23828586,0.2800993660241242,80.99448973770478
6,1709,1741,18158640,126034894,1.2613970438975775,108.8183876131325
16,1725,969,15781144,21107056,1.5278081117115718,145.7244916685895
13,1710,268,1326342,7781861,0.2120963402509851,66.1912220532348
9,932,1725,25445485,34417114,2.4634970808990744,174.7770161182468
24,745,1497,52709380,223367648,4.004121919331156,255.19367973461698
14,1098,1443,28688293,195998464,2.098667705970821,186.1455833282292
18,1946,2010,72649450,554195654,8.594512107423316,366.05436761398545
12,1078,93,197449,531361,0.21188639001276668,77.02359125126432
15,541,954,13281598,26480004,0.9762747364086788,129.2854888991937
11,703,748,6136602,17911603,0.7099370900673002,113.04192520609128
17,1149,1167,23162626,95498984,2.7701780545854127,129.2903843856127
14,1877,592,5681434,49816390,0.658937751362058,99.57965648446027
20,781,1396,38159670,46493126,4.523940035336805,259.942605733284
22,205,625,8351260,78077947,1.0314493569481957,134.36079320300243
17,600,1535,38662055,341324874,4.336941008520722,224.69273111850606
13,92,1348,21960278,128177582,2.22111581102588,158.1366746771264
17,696,523,4754603,27183348,0.5526635358506266,102.46800068611273
10,211,1308,15699934,155416426,1.4020840788345745,134.9032797407687
13,394,609,4704535,27813709,0.4948552882814189,110.6981532920448
8,303,1669,20034686,148528940,1.9745646244239037,116.01955423559572
13,1175,72,148474,1433980,0.12215218092270816,64.21923626644949
12,661,802,7623020,15281667,2.694415829413414,98.33618753822256
20,648,827,13555367,118329651,1.5249998146273462,120.16666322061657
10,1253,497,2855772,13755290,0.2819711042685381,73.89411445961612
13,916,224,812458,6308347,0.14098963542515092,75.2546201559068
17,272,1703,46912551,205251234,4.680742652343573,265.9266446046823
11,824,176,458490,2929314,0.15540963860689366,73.31047074253057
21,1430,267,1815877,1825402,0.3546848316236434,96.07836352778193
17,1022,1091,20188965,166284207,1.7576231003189122,160.354954782062
23,1719,128,584714,4831291,0.2598520744504818,53.9920614067192
4,1088,1021,4252475,42080892,0.21898264766406372,113.7760997588061
4,1827,519,1763572,13093168,0.1400555926070592,76.35821250041991
5,1288,1466,10506832,72079500,0.7636031254790806,96.85566914478005
22,1392,668,10321946,35643471,0.9278833947221443,136.0549335789136
16,1044,501,4301095,35717772,0.38375565282115703,98.39983013378175
1,668,1067,724503,1379406,0.0718017761665216,88.16412299364355
20,1363,941,18134962,28354240,1.6601239983001985,173.22356407539763
19,1347,769,11702652,83308560,0.9469406951218233,152.48016729536053
20,388,1531,45175227,111084795,5.566552348406603,221.91980826270952
7,1497,1966,26167470,62437062,2.911118563712288,165.0810088166199
4,1640,1429,8489699,74179851,0.7463901449529298,128.80809695469895
24,613,1225,35306960,239154991,5.659208496078611,232.01963923611575
23,751,2021,91442176,853243055,9.836704304734441,381.99078854096575
4,1860,1238,6917954,35326799,0.4972738982461253,117.05373123697817
23,403,1911,81175468,87789277,5.7504050404511355,420.8893125520054
6,1278,433,1497757,4050006,0.13938553168867324,60.30804483060221
14,1732,147,539059,3050569,0.1594328408601882,70.93647154473356
21,360,979,19551619,24980714,1.8655527057355261,132.0294601956341
2,1205,1923,6038230,8002318,0.4811137204490099,82.53148685677678
22,443,1837,71738534,552785411,6.208570757178291,339.7075793727071
6,1840,1608,15912778,110827677,1.4693694264492152,150.32561340843714
20,1557,934,18057032,81839234,1.4186807971928042,170.1980332499922
7,2037,879,6441322,12471493,0.4938247382930929,115.27911430357598
15,1056,1910,53138120,156647720,4.853894958187738,253.41752080592974
7,181,2022,24931270,240153267,3.8692779098855974,162.90626621667084
18,260,962,16009614,105741450,1.4059020629725452,111.88222474715347
9,586,1852,28559702,239831819,2.136967831814089,151.33689973076363
20,1571,144,624538,3126261,0.24030220149760628,105.21473336188882
7,937,1212,9969922,43720654,0.7932515553358341,126.52507336630453
21,1409,941,19064670,172095214,1.7929121718371788,189.58378284257418
8,1126,129,264073,2197158,0.1260298888658721,57.9352598478897
23,1467,718,12418538,72246704,1.4152060929592052,98.68845367306227
20,1309,1047,22229914,82164093,2.4069139718835033,136.42291284369261
20,113,325,2053360,9358505,0.40250988940683496,74.1935074033899
4,785,745,2260340,10937740,0.18248751116388062,96.16589821164717
11,1469,329,1572630,7771462,0.21787408407100387,102.44991546407984
9,914,1049,9781935,36725190,0.8902404866189667,143.69067219801508
19,1638,1005,19855795,110013990,3.2075726968715355,123.2246555021454
18,431,934,15258768,51105004,1.2042108830292162,109.3468426712843
5,443,705,2311000,7396446,0.3155919794024581,97.86287315817538
8,403,244,519486,594228,0.12928659566023468,54.51820562741841
7,1784,1516,16519862,48081851,1.4166694186066608,124.97570758515174
16,1277,743,9248874,53425903,0.7844401539219893,115.9416238635329
7,1902,634,3628392,23601820,0.2950007153718844,75.80000129432328
4,1833,1646,11168120,100290538,0.8672321884030766,108.36426543069965
6,2012,384,1516042,1917715,0.15877566206828733,107.01798160764822
8,168,1340,12818450,22564186,1.6943371290675509,101.18250141278455
11,2046,1095,14253625,71303507,1.222357873856635,115.18719600587718
9,1567,471,2521744,23503915,0.2757781532612197,77.9914976973544
18,303,1664,47622026,160002979,4.618935378435549,216.7380246164321
14,1312,1082,16664974,133713400,1.7857805299618577,167.2515778451821
23,891,1830,75366730,633290842,5.982638506976924,370.7993376128422
11,1865,583,4498438,23886849,0.48471078723047684,78.32575132332194
22,1043,1094,26309616,147943409,2.4903459335542184,207.82661602355745
23,1226,822,15899956,42517881,1.8552860824545314,107.47542969933843
1,973,764,751786,759421,0.05223839925793377,61.48037841774782
17,1089,693,8457382,79629872,0.6443293064101493,119.01446281098758
19,1981,660,9167410,70552637,0.8925504059384073,121.1034310272114
12,1514,1083,14565277,42480157,1.2872946189797931,156.44801790711486
7,1212,321,1012765,7030328,0.15868083051720247,67.82785586450426
11,529,593,3842650,23522690,0.38070273887144374,88.66284246834589
4,1491,1747,11785272,29939293,0.7890971140022033,145.87999360397777
24,1262,1849,81028737,403418158,9.229554871686023,375.9588917928668
7,961,957,6431050,8492029,0.4904915419191179,88.27980041524387
22,148,1843,71661379,657564686,6.171477567093449,388.4240442271474
10,1734,1707,29218729,169615540,2.4202949792685198,222.59377565903014
19,771,1673,51719132,462396889,4.980868527471168,222.263173079659
7,247,1941,23117320,25422868,1.8622631703449783,144.04491482441117
10,813,1231,14663682,126594740,1.2616482474355994,133.5477690677844
22,365,1270,34375100,85716250,4.323060476700332,187.05387809858647
8,768,172,342290,1475644,0.11291576837581184,98.93288001234997
5,897,1862,15566330,84357110,1.1332249129013225,119.65253761133607
21,1707,538,6723934,47830426,0.6827222083550368,98.44389280862981
4,888,1689,10081651,75647409,0.627177166277949,127.15302022940138
13,1555,1820,42620770,56207763,3.313634251662634,271.1770373680001
12,1696,1028,13390738,20131318,1.5565650529316266,120.401290803004
16,1692,1753,49106799,216362761,3.9090893839638086,227.6900077462609
7,745,1823,21329110,196903808,1.520026430378664,145.75194935140607
12,547,442,2400512,18382693,0.20668409802180482,79.8650810592393
5,151,1378,7824294,28563883,0.545979249266412,125.70688835053467
3,888,1538,6116636,12928977,0.3856406707429028,104.97745931849848
21,1646,991,21303537,152861937,2.3181027663858957,121.46671356702475
3,1497,1825,9417010,11053541,0.55889510980683,81.38763356587324
5,1910,1237,8501911,29461147,0.5554381889051876,111.41372815905143
17,283,395,2618860,4171935,0.3282932964782829,111.60540708832409
10,1982,230,936570,7677625,0.13187454517476463,86.90977470039869
11,1819,1159,15565380,16068098,1.3260641832444917,131.65510803839982
8,1758,1149,11282041,75743455,0.8075517298731805,120.86305526125471
20,683,1033,21011230,155562061,2.6087259533032885,161.62008593232667
18,874,1079,20765365,73197129,2.4418081432302094,116.68386083179175
11,1029,1621,27978470,110163780,2.3723900525935497,168.3664228181085
22,1138,349,2966161,6489425,0.5045294158575846,72.5933165016717
4,2014,1253,7251121,37660772,0.45267999951019205,92.34436797699338
15,1698,380,2676350,24566724,0.32503552052889284,75.15149994711477
10,1571,871,8213540,25404648,0.6694809901969563,122.66278011860125
20,81,1956,72909910,181575654,9.968382622172548,373.66797854540556
9,972,578,3245480,4339727,0.3416239020362804,92.18599032980796
18,957,840,12822610,46041298,1.4340538168098849,112.0695834401015
24,468,644,9862226,83150345,0.9269235794296008,95.25206020633918
2,1836,378,841438,2959921,0.061236380290759514,73.24104724386409
10,316,789,5867803,48466068,0.45412947413191995,89.25299103385107
3,1149,1105,3726070,32632987,0.2792492625366969,67.85852102665794
7,1806,159,441553,4091829,0.13111575179617044,67.66858950158877
13,1679,938,12154614,70719109,1.0096597602651654,114.94620594260414
8,257,892,5814958,9220995,0.5078359738678185,118.70612057050752
10,2004,1396,20364858,127318871,2.154216225002331,167.8641087494352
21,501,108,290746,2487368,0.17401734647024722,59.27212186768768
4,1540,1613,10311919,90303931,0.6182853960166907,103.14351112168265
1,530,588,318118,2449601,0.04905844806278211,78.31053984544405
19,86,1430,36972660,106860009,3.4166149163292587,229.94636277013316
3,1851,1511,7382756,20875183,0.4865697120591407,100.16887478674462
5,55,2018,16430566,104890039,1.6705499444869951,181.85694768200938
21,822,565,6866455,56784649,0.7611838412300208,103.34190961604934
11,1491,268,1123466,3944536,0.16137358765065796,69.11940225374327
24,1114,1539,56242765,555455613,6.450419537890018,327.7245071179652
12,595,218,657280,2922835,0.21598848439491608,66.50852351493405
14,1901,718,8083972,24652353,0.6433277753331368,104.6196543140362
10,1684,634,4697950,43298648,0.36639656351265976,82.95374285345395
1,1754,158,278880,2488764,0.02629698239767894,94.85048319696138
22,1331,1425,44585410,48649996,4.0807610583390845,255.1314234481201
17,1889,1577,42812406,122606482,3.7624729202689453,203.94884518156522
2,1589,1456,4451002,23652653,0.2677232649507753,67.40509693431304
10,474,426,1843738,13641600,0.19704745317163913,99.13066974333137
2,1315,785,1657930,12284047,0.12719766041803277,79.24025024749638
12,1410,1492,26623258,121546156,3.2099680510486834,172.83428841082784
10,291,1325,16212710,150570521,1.339564663855916,151.5091815936277
17,201,1097,19504670,76798799,1.6831295355487468,132.3171410967441
23,1304,187,1019347,2330949,0.3230320187497288,81.70760330175804
6,1007,380,1110750,6090971,0.14377760915923726,53.310296784557785
12,1719,1972,46209886,135225280,6.737814868075331,249.86019014030254
8,1514,963,7966909,62537319,0.5813843223625574,105.875602061643
14,1562,99,284437,972445,0.11856968106525329,91.94316157968478
16,1615,1222,24404572,165485215,2.7515104194020243,140.23076582727919
8,2012,1158,11737498,12188189,1.0512432652301436,102.08977476224443
20,1814,1708,58577578,537310298,4.270088753509327,257.01261437992173
13,258,89,120071,1073587,0.11144609904688875,55.82431953290685
19,1883,921,17029300,154690275,1.348957969891828,139.43183495439456
11,1331,1053,12511756,66422400,1.2694745821309779,103.359454816804
14,1476,1156,19106378,74818495,1.7104699468960098,131.7453461972148
4,156,624,1274218,11631137,0.10854547211914702,84.79046132559382
20,1875,254,1709684,7314519,0.31055488350060784,86.05440767865258
10,1070,1790,30788010,89230783,2.7995314864295517,237.55269250264385
11,1345,772,7014402,26053909,0.6699363347578708,113.18415169758045
13,1808,654,6330076,25419812,0.5409088565311481,83.43784689178895
10,516,950,8631710,15904740,0.6409980598150653,89.89146057944804
1,1694,153,260875,1483857,0.02593511349741106,73.47617785989753
15,1508,212,954222,2942681,0.16004305399593652,76.39782854806624
23,235,863,16616212,165591880,1.5424486748810349,136.24404390247275
6,883,1369,10601546,65080790,1.0464641677399915,129.6200986019061
8,105,1198,10193792,74078286,0.8567716321740796,126.7525332100107
24,117,1852,79167454,215944986,7.467431243134493,429.25692925283505
13,1647,1503,29618128,85645606,2.4343004497442355,182.82376469067353
4,1761,964,4498998,26846383,0.6256145439962406,78.46543235973846
5,504,905,3745805,35771507,0.5070238977526574,91.36104208235027
15,1988,1640,40955730,331241453,3.76028439563346,208.14924150051098
9,1832,340,1554150,5317910,0.26019781621202354,51.459527083241674
16,1885,1323,28783198,53086162,2.28457002324354,212.05368878993195
6,354,1809,17031745,158225377,1.331455602194557,126.35517060478817
10,2000,39,92479,269425,0.10687237288315055,98.50958615468072
19,656,1398,36136912,278283077,3.8882616361182016,167.1545833692614
21,895,731,11364136,75305239,1.065425100358758,145.92775364545093
1,168,1571,281219,2283182,0.04352087053322564,63.44953254651211
14,987,1076,16138934,73410129,1.6214230993879581,163.48836142679374
2,1325,1878,6037780,50890015,0.493588914515483,104.28367885671942
12,290,989,11067909,57997600,0.914134507635324,107.08349651414325
10,924,1990,37519470,265452718,4.5394875605132405,230.3602422817118
1,982,1886,1872808,2961878,0.13755187657920995,60.835869602543
9,799,1069,10016540,50012289,0.8152514484105325,110.9439432205158
17,480,677,7676513,31932504,0.6853145720376747,116.30912704899993
21,472,1430,41617300,149109597,3.702110679320291,236.63116526340107
12,605,488,2925570,18297383,0.2689447886296179,69.81743353126926
23,1712,777,14637913,67048893,1.4624931025120425,141.33867232132627
17,773,1864,57083146,533529032,5.402189110780722,280.66130831050805
18,716,1689,49752883,156098106,5.117981754826585,247.89530780102436
19,1638,854,14551316,91634933,1.6763924441284022,133.87642024903388
6,1701,1162,8746384,59035531,0.7949001530032113,97.6172682461742
7,1341,1044,7957378,11397296,0.6274442051256665,97.64982127864536
20,799,1382,37434244,52871267,4.611904350757031,211.38817143282262
7,55,1774,19010194,24012258,1.3589880318042507,159.31888514987628
5,713,1849,15021286,80528800,1.2803860660863386,157.29045532140722
3,457,879,1958422,7287536,0.1590050300317304,79.52224921557954
4,1137,1814,11959712,20612654,0.9719804499081545,137.8093903100063
19,430,1462,39145060,175254348,4.22528219082664,204.91099466501342
17,1812,1663,47307371,144732929,3.3232255424376516,236.05702303041517
14,1751,981,14251978,80230102,1.2932263479010286,148.55954632057865
19,1272,1328,33472250,66776907,2.8012240585808144,214.1999347179788
4,1354,372,924058,4948972,0.06625033929675289,76.14414720725105
1,744,938,708200,3105205,0.044611718063962316,79.0748372395544
2,1351,263,427648,1968605,0.03946069888795178,78.17966658275071
9,745,127,226070,2117958,0.13575000366174572,61.745155332058715
16,1855,1180,23105590,84623192,2.0429041694519126,158.7437278929269
20,889,661,8908968,60012760,0.8919460217298958,99.37494815116234
7,48,2035,24979635,220035260,4.102454704953213,180.04653348686745
2,1818,85,162785,252008,0.040908054480276713,80.55101403004068
18,1922,41,108537,883151,0.12153415056138116,62.620265855884945
23,253,1072,25588650,102317619,2.1282553367616552,163.86694090859305
18,654,277,1493317,4113773,0.3291975413204897,103.57166778091218
8,1847,1495,18433360,21630255,1.3827312910264304,178.65726179195943
21,1719,1709,61404380,551449047,6.781470334517119,330.15854785548686
19,1239,1555,45496200,60809431,4.50334542713912,251.70983250113665
20,1021,1115,24793150,70884974,2.1177626368958014,164.8553145448148
5,1391,102,185038,791591,0.0884034225012663,58.67233953897251
6,1010,2025,22580785,203624402,2.6993614180924035,135.75213686062813
20,1281,980,19532390,80152365,2.1066549750068515,149.13704753895422
7,1818,1807,22907349,149292784,2.2830189266812875,138.80222470528227
14,727,572,4682974,19706718,0.4583739796719507,107.89009604616729
5,338,434,906636,7545093,0.11743599069490146,83.61901603271198
24,1343,207,1270576,7438784,0.30037695950297116,68.17917591655447
8,1617,741,5055112,22582249,0.5261313551468934,120.36622460316822
11,1940,1119,14715979,115767456,1.1040972197671681,148.55270951067573
15,594,914,12261320,63320345,1.1655486373424568,97.36577932901115
20,795,1099,23854904,102826139,2.0113443925833283,156.0304086252445
10,682,1452,19994050,83793862,2.049360945014056,154.1506300767849
6,168,479,1235351,3946235,0.20687381321729456,61.38556879141076
8,467,711,3883492,32757238,0.2975404564415408,100.43194391267207
12,1055,802,7939008,19818541,0.6525143572258048,109.57103511573418
20,639,1792,62212874,182309318,5.569248938510607,370.09574538395617
7,1534,836,5490022,52290751,0.3967870987690425,117.86988399186511
7,312,515,1760795,11622820,0.18714484722048866,53.614578185564056
19,800,868,14281214,66264689,1.2819021935341377,143.79714857133317
9,766,638,3757192,20715408,0.3728524860730373,99.91492630221042
5,60,787,2536511,23020670,0.21057498189339424,106.37731345971282
6,1597,1393,11949164,101829484,0.7554091278650805,142.05092889349493
4,1472,505,1515515,12453770,0.08541012018994641,64.98282395481762
19,191,203,786432,7796279,0.2684755222906817,89.39126282826022
13,1384,131,390259,3671457,0.14357564858485813,83.88380057353419
6,809,1867,18968730,186964545,1.781026297543137,147.1418058080754
17,624,905,13693565,70117575,1.0351129514914874,128.38656886022758
20,1505,1574,49488144,260844167,3.5260391858477402,226.3428415511716
6,557,1930,19730400,152679332,1.677485106389683,154.3804361226669
16,114,371,2116565,3251534,0.26335187012619776,60.0242292554815
11,1725,1822,36378062,38427734,3.528950855696071,245.00085826284862
19,1913,1990,75146390,550658564,9.34513408613042,394.1851190843078
7,876,1946,24459284,201862428,2.8801178019315428,186.6074806511743
24,1060,2041,98043527,517633141,16.860719890042542,475.6132564715123
8,1180,641,3644095,33351459,0.39671538189831085,86.69189218081583
11,1002,936,9718498,64484881,0.8224485513178138,127.90848505486422
7,904,564,2428030,23804879,0.29383447206357444,111.31525683872978
7,1684,949,7017865,28982898,0.5509338146861148,87.8540647889958
5,237,1728,12379402,97248527,0.9105554226405543,106.060252030474
21,1473,316,2472394,15013078,0.36741386428367934,89.0486321155576
2,139,156,47902,454627,0.02920551492274438,64.95134221607002
15,2036,1021,16698465,33467791,3.0436404458321107,137.55985442121195
9,196,2030,33403660,285661232,4.275982125663622,180.81770052054256
5,1693,559,2204706,10119058,0.20490592369577235,55.031712342588904
15,706,735,8100445,58642563,0.7080334840277359,113.68701454635769
2,1536,1448,4338218,11442027,0.30434146387571853,88.00115246202338
1,2023,1392,2831338,19828420,0.1618144405088074,102.20132839667454
17,1290,1304,28924034,254500939,2.778977892002682,187.47104108904603
19,1366,634,8119648,8539373,0.7071485292294336,97.19282030015886
5,720,98,110456,544695,0.05405020429707729,73.77943610903854
22,1005,1977,84129268,551402589,6.238793887969807,389.38940709643913
11,937,737,6137746,35496926,0.46540140359217547,109.67778206442365
9,285,1274,13371914,72376841,1.0998995890694931,143.78850190787833
24,2015,1678,68198964,450386884,4.949727128755415,352.03667669421174
18,1171,364,2688878,12938600,0.3511924906925468,61.31229073393053
10,887,529,2998382,12867315,0.320519686137691,89.85004740763775
11,188,794,6470316,62207372,0.5088747438384271,116.4440867372647
13,764,308,1380774,5182292,0.20147927340714386,108.6372877596278
10,163,1695,26167420,230489725,2.643441929896583,204.05559163734517
5,1148,1115,6269655,21126101,0.45147780159163414,81.79061652543862
3,1528,1313,5471281,49969518,0.40565701689864225,117.58481722705311
13,887,608,4989258,26896590,0.3801860596662263,96.38640635935624
20,1050,1474,42872774,355071524,3.9438669501732937,223.82453294751508
9,793,1138,11284418,38644017,0.8102609244769463,91.94513362526682
6,476,535,1694355,4393364,0.17419465843169754,50.43650704370138
7,1491,341,1211924,5076189,0.15352655445978086,102.30016064026145
20,690,1162,26491286,188843814,2.7230182659747295,207.22445807512338
9,1417,1488,19849930,36565557,1.754405661225509,145.83855420135907
18,867,1144,23272402,123956002,1.979852415702087,131.1801641248889
11,1077,1608,27622234,129162192,2.725113149925134,197.53492509297632
19,1758,460,4630830,37707590,0.47701307348852134,83.05960352157136
2,633,1790,4358660,9025027,0.28503551107885267,99.09509339142762
19,695,75,155560,1544395,0.14504521799038306,64.1705028177663
13,944,707,6681867,57938532,0.5021877689563853,96.30341188015763
2,1708,1177,3409779,11778005,0.22717221935518708,91.55385604873432
15,698,598,5438820,7823117,0.42552973225545354,68.68973721789635
9,516,215,484835,3910186,0.11192317555451851,95.5560923980865
