Layers,Input_Dim,Hidden_Dim,Params,FLOPs,Latency_ms,RAM_MB
13,1671,736,7747146,7747146,0.6819433735920185,70.63450822482541
4,1036,1377,7134247,7134247,0.4003994278164513,63.74697566806007
4,688,1027,3885151,3885151,0.23237498454660527,36.37554080359955
4,325,1451,6808102,6808102,0.39736208778067317,72.32523708425143
18,625,1862,60155644,60155644,4.450503062708084,559.7072520049715
18,1121,2040,73091170,73091170,9.562352657282263,784.1861819267593
7,308,572,2149014,2149014,0.19330304423087058,18.0436005406441
10,1206,1701,28126045,28126045,3.1153227670543124,271.598041206337
12,1173,543,3892234,3892234,0.29111931293557575,42.533829622379876
20,1184,1345,36004315,36004315,3.7112635299329337,326.1798309627513
20,836,975,18906235,18906235,1.993923644416582,160.4559808852983
23,485,1119,28127194,28127194,2.419232950516713,277.22616136074544
22,893,389,3537576,3537576,0.4794007400005978,34.56378097269243
13,743,424,2482106,2482106,0.26663323135935246,25.353894951542372
20,117,1522,44236940,44236940,3.686069029389513,471.70507041175114
19,1792,1400,37829410,37829410,3.4008890386680237,327.8621959486685
24,486,114,358198,358198,0.17886184691529586,3.7627544857695954
16,546,538,4649406,4649406,0.44593140423503297,41.760779142828476
19,1866,1764,59353318,59353318,5.457166252012458,633.5809991751136
11,499,1781,32645740,32645740,3.4823201517581706,336.7835191852779
24,538,465,5239165,5239165,0.5547183805787771,51.20420402257743
17,331,555,5127100,5127100,0.5311897310735367,49.2186752042552
7,1530,951,6897613,6897613,0.4635060218802111,68.81508332570002
4,98,1698,8839798,8839798,0.6786492518385344,84.79958706973575
18,1517,1409,35926692,35926692,3.624729311682039,371.74819708017804
18,656,563,5773575,5773575,0.5739993433614435,52.128797040172465
24,1546,949,22213253,22213253,1.8401836171327641,184.5782000827071
3,506,965,2363295,2363295,0.14278370697876472,21.33575978118421
11,57,1259,15949022,15949022,1.1088306800264323,144.12456726138143
9,574,449,1879075,1879075,0.16836227678463797,15.434489169895016
11,1911,1849,37760288,37760288,2.7695316417810703,352.94798505205523
20,1326,233,1347449,1347449,0.21869997430563712,12.059586127145517
18,621,1453,36833560,36833560,2.6959481022366742,390.9042425755025
10,1221,373,1715064,1715064,0.15433406663355456,15.026056064306012
1,196,1210,250480,250480,0.02664173668694619,2.588541312491159
9,907,789,5710792,5710792,0.4686931979585328,50.651909331869135
24,604,1998,93090826,93090826,9.532577220301022,881.2932049590881
3,338,1785,6998995,6998995,0.4007387050644637,68.13025537628035
6,1114,1852,19242290,19242290,1.5844821953424013,190.7427696852003
24,144,62,99458,99458,0.132782353987664,0.8115860878571663
11,2012,696,6259138,6259138,0.4616025184663498,63.98515887043507
1,1246,884,1111198,1111198,0.0624523711705718,9.632108018563125
24,1449,342,3197368,3197368,0.3278758223175721,28.145205189779915
15,1550,1719,44076889,44076889,4.533979403630594,426.3558382892252
14,1674,1888,49544906,49544906,3.7952287678020418,448.44327892077695
24,360,1251,36487927,36487927,2.8533368116232003,324.47958902507895
15,2011,255,1429540,1429540,0.17257166424451456,11.628312277260818
7,2043,1313,13048604,13048604,1.1028734180455118,124.56480480719915
7,750,1381,12502203,12502203,0.8227231817677126,136.78487393536997
22,1901,2001,87951964,87951964,8.522164772191877,827.2256235093938
6,1274,1621,15229305,15229305,0.981926248006378,123.56901605191642
4,1781,120,258610,258610,0.05530458121750694,2.425409839994108
24,644,96,277066,277066,0.12411751587208658,2.25737096540974
15,37,2006,56460886,56460886,6.5032331395831084,471.999804507674
22,508,1780,67497610,67497610,6.161017577539146,662.1330852974747
9,755,427,1789140,1789140,0.16842511807255275,16.52704832880874
13,1534,1217,19667947,19667947,1.8252914527743969,206.08217548514472
15,1765,332,2137426,2137426,0.20374640162806124,21.401267959939542
18,380,747,9790939,9790939,1.49004359693797,106.3882810411895
21,233,2018,81979242,81979242,10.982036592835268,815.5865455225187
4,116,416,573258,573258,0.09834681559166573,4.92997082127389
19,240,1332,32294350,32294350,3.9594733705810485,322.60248698416257
15,1484,1294,25394760,25394760,6.418683487315301,229.35561447849852
7,1170,1074,8195704,8195704,1.1182776959636562,84.43925775527403
19,1934,1164,26673070,26673070,2.16990730433958,216.59474059490063
11,1526,632,4971954,4971954,0.44545086169592535,51.43817444855801
9,791,1237,13243332,13243332,1.0167689696706446,117.18205473731093
12,875,1669,32138274,32138274,2.5368085512181655,260.79093699576975
5,801,1076,5509130,5509130,0.42588145724754706,59.863082827333784
21,1469,737,11968890,11968890,0.9047957318286227,130.02934119528712
9,1739,1683,25618636,25618636,2.0328126085773657,237.6221051410512
23,769,522,6413302,6413302,0.8066968886253055,70.01957077811794
8,287,1729,21453442,21453442,1.9854230825177202,197.43002575560092
8,1608,108,257266,257266,0.07477799944167951,2.267801217290867
17,541,50,68410,68410,0.0857139441638993,0.5748728709713716
8,1069,1708,22277454,22277454,2.094596099380043,213.41386159212635
3,645,604,1127074,1127074,0.08568454598634556,10.306545167313722
11,1651,1484,24503818,24503818,2.2585014422266507,213.46601336315558
5,798,305,620075,620075,0.06925588882169832,5.3477940069519025
12,1129,693,6080392,6080392,0.519523433036801,51.19670698652382
16,343,1990,60135820,60135820,6.7778863278920065,573.3430496669245
6,1062,121,203653,203653,0.07071330790496351,2.129146580831281
24,155,218,1134264,1134264,0.21960639749632582,10.10690634618385
21,1925,713,11562018,11562018,0.9045136800737922,118.52047115962137
24,667,1473,50936350,50936350,3.8560869721392055,500.3573855892618
21,1780,163,826583,826583,0.18841192467771034,9.045479160717333
9,1231,130,297710,297710,0.08856016159910834,2.978912907913046
20,1914,1942,75431174,75431174,8.515150681799575,760.5918541982219
10,1597,2030,40370620,40370620,8.777634103661864,379.14659134653976
4,628,1084,4221106,4221106,0.36691529453246796,42.31982227808172
10,357,862,7012380,7012380,1.3113847231974898,66.9062153535628
23,954,1934,84196700,84196700,8.298644845927996,874.5551637775654
21,977,1063,23670894,23670894,2.3158991296905356,216.7933343834787
7,1804,2023,28239067,28239067,3.0244789255913753,249.8309801882272
21,1894,1705,61422635,61422635,6.834403415785322,585.9970898150922
5,1109,2002,18282274,18282274,1.6941742877134622,156.89344776700145
23,195,1033,23711492,23711492,4.279925977215282,243.62247994595282
18,1576,970,17551190,17551190,2.8726913754080257,167.51740879606524
8,1522,923,7384933,7384933,1.2085783878868135,78.1113203203441
19,572,1512,42059314,42059314,4.215601363161394,428.7019754614115
18,1985,145,649320,649320,0.24580066694555006,5.467582090066764
9,554,997,8523363,8523363,0.7406124787728448,71.34371173846885
22,1702,1789,70313077,70313077,8.609793714646948,700.6304601033241
17,1637,1720,50196490,50196490,4.603291139030663,501.68889009930837
16,1984,1628,43028050,43028050,4.170795738619768,432.94178992303773
21,290,1226,30455076,30455076,3.2639086194540154,296.20135459341856
19,1114,1879,65699245,65699245,5.065586223569633,697.2373924489505
3,1852,677,2179273,2179273,0.18953804212678355,18.805509448329186
6,404,229,358395,358395,0.06896962271371629,2.91384365069616
16,1229,235,1123310,1123310,0.17657322736176112,11.191220129247167
6,1213,415,1371170,1371170,0.1801452600076739,14.840056867186092
11,43,1571,24780964,24780964,2.4187187372848955,203.258032375105
22,514,220,1136530,1136530,0.24882551576330572,11.672719552814684
7,1771,1945,26175820,26175820,1.9484025656646158,265.28933588839055
19,1057,945,17100730,17100730,1.3566131440926619,155.15564003982414
17,1684,164,710950,710950,0.11829378871544582,5.890566707047786
14,1337,1625,36539760,36539760,2.9907088244352336,305.34383513381084
22,1691,1325,39151110,39151110,4.01515131501518,371.3212999089772
12,408,1462,24140554,24140554,2.1908269904496533,238.20133673012887
22,205,1897,76020388,76020388,6.452238638916942,800.1979952688694
17,1424,626,7178352,7178352,0.6876168324339009,73.88160732954331
12,207,1035,12020500,12020500,1.479356524598031,119.84847912795469
17,247,795,10330240,10330240,0.7021670510792358,96.19524286469014
13,1044,48,78874,78874,0.0798131214714528,0.7044623495756049
21,2041,449,4962358,4962358,0.48401861629174436,45.39053964402246
6,1927,614,3077992,3077992,0.2136780558394772,25.324038490016854
1,921,1172,1092314,1092314,0.07100888534624133,11.187436145070198
4,1158,1715,10833665,10833665,0.8844636797726643,91.06949732111028
18,1377,1955,67721210,67721210,6.432272842917823,609.1610118758156
2,1459,1298,3594172,3594172,0.29854254588366946,36.50318846228881
11,1442,1199,16130157,16130157,1.411460957729722,132.96393794996442
1,1575,1532,2429762,2429762,0.14798536409096325,22.97795003272067
7,652,947,6014407,6014407,0.40803701158065414,54.06077272115144
23,776,934,19947448,19947448,2.005862642120037,177.21432559111005
22,1618,898,18416194,18416194,3.1879113412185283,183.5138319091883
17,948,328,2041154,2041154,0.33749921331815447,16.831288532716425
17,422,1414,32625232,32625232,2.9713111663114726,342.0131440881064
7,1874,1459,15531065,15531065,3.2887051854088796,129.70723862727914
4,739,1434,7248880,7248880,0.4764512002477595,79.3009420173978
23,1800,52,154814,154814,0.1310990226969854,1.6476821179464627
3,501,646,1166686,1166686,0.0712903937727311,11.744303974728648
8,92,259,498067,498067,0.07999992518274805,5.149714077782564
1,1573,557,882298,882298,0.048436620295910865,7.44929057164329
13,566,375,1908385,1908385,0.21165584057052284,16.403911440531356
2,1695,1782,6217408,6217408,0.4562059831001077,57.45471324964998
24,714,2021,95453861,95453861,12.366887233706057,859.2905076466627
16,382,1999,60755617,60755617,9.955239540488348,496.25753391819933
11,1321,1120,14047050,14047050,1.1108533268867693,141.6830888173876
16,317,195,637270,637270,0.1767153966879327,5.3013348054973335
9,89,2019,32828950,32828950,2.972808557810492,314.7634130107227
22,1862,1998,87616306,87616306,8.722158467687512,809.1503345106627
8,1709,368,1583514,1583514,0.15246130647515885,15.598951250738791
15,546,1823,47567549,47567549,3.560975984632207,518.4103361332888
16,314,605,5696085,5696085,0.5419448399454665,57.941997694249714
15,1804,163,670103,670103,0.15357182126641372,6.7859869915335
9,370,1215,12282445,12282445,0.8253549358805848,130.94164619318974
1,1249,943,1188190,1188190,0.06650461635724597,11.696564641358167
9,1873,1034,10509586,10509586,0.9594030882054799,100.07401751568958
13,1460,409,2613929,2613929,0.24206862919116365,22.02166115129441
21,1575,1555,50857840,50857840,4.167635051736839,467.15121799224636
22,1246,316,2500834,2500834,0.3189667027362913,20.93465305724512
17,737,337,2074582,2074582,0.26281589772758235,20.02458652332625
10,501,200,464210,464210,0.10703562081297409,4.877926528445389
3,820,90,91180,91180,0.03454740404746872,0.9341143089488239
19,81,649,7653018,7653018,0.5917233897408161,68.58809631092491
21,1534,268,1855910,1855910,0.23616914608263218,15.480518160219194
19,1290,1652,51302870,51302870,5.755200962181675,542.0762347010805
6,1170,210,469570,469570,0.07634193844871369,5.043164863751941
6,719,46,44400,44400,0.04679833121558548,0.4485351503603448
17,651,73,134768,134768,0.09778618823164904,1.3862193163385252
20,374,1843,65280913,65280913,4.767340677149061,663.0297052610247
18,346,906,14293066,14293066,1.119247758205141,128.13366829046043
21,1224,290,2045960,2045960,0.4395221212940787,20.672189268610484
8,866,606,3106366,3106366,0.26849933859865494,31.482956137321963
24,79,1754,70958080,70958080,6.332673004762524,673.0961583118369
14,1337,913,12079000,12079000,0.9968330498325197,100.58156964448011
5,779,1580,11240130,11240130,0.8233776647479774,91.99203519817893
13,1977,1847,44630918,44630918,4.495668492196123,385.0333684948169
8,893,607,3132130,3132130,0.2382123048427529,32.44288230519784
1,1570,1506,2380996,2380996,0.1446450002882895,21.991088673783324
7,770,1506,14793448,14793448,1.3143354277910295,155.98264164643615
23,1261,1009,23703438,23703438,2.8442005857472967,258.8100796976466
3,1210,46,60500,60500,0.04229973740798078,0.5004321349112489
19,1375,1751,57646432,57646432,5.0944328779033015,615.7980838472345
21,1051,1479,45349108,45349108,3.561466782454919,438.27944604161246
23,1146,1301,38771111,38771111,3.2385880289156184,417.6571034459979
6,218,1626,13599874,13599874,1.269542447349727,136.1170748028706
2,683,1426,3024556,3024556,0.21315892075852846,27.10163443201542
1,2047,1589,3270172,3270172,0.16165652742823353,29.262023081819308
5,136,1655,11206015,11206015,0.6525033575996935,100.51965892168134
24,1839,1745,73303970,73303970,6.089790470304559,655.9875285421442
4,751,982,3644212,3644212,0.26317067649825976,31.42550132488655
11,732,984,10423522,10423522,0.8770246190021451,98.551954271285
10,429,704,4776650,4776650,0.37470142419845726,42.40851967552265
10,372,1878,32478142,32478142,2.569845947040122,308.60304394275994
6,1611,1223,9468476,9468476,0.7260514624845306,96.82252959970415
18,788,442,3681870,3681870,0.3369708385896038,33.63743286107677
1,582,1178,698564,698564,0.04357501389683484,5.912801459355888
8,235,72,54514,54514,0.053662417658076084,0.567743663966153
2,775,155,146020,146020,0.03834721734808683,1.4906432609112645
4,298,1112,4056586,4056586,0.22984890469290453,39.646004252971956
11,2004,1931,41197895,41197895,4.191169820072921,451.2734777028184
4,638,208,265418,265418,0.05534593110025959,2.282004080116045
10,78,553,2806485,2806485,0.1796753878788016,26.386729270253234
1,1907,1176,2255578,2255578,0.09907220323535931,19.877762920591735
7,609,973,6289482,6289482,0.5244288994471942,54.966364025737455
20,252,1699,55324547,55324547,5.962154744496286,490.44143625741924
15,1258,813,10296655,10296655,1.0977543779996313,111.35282113106477
17,809,539,5098950,5098950,0.4657167727796495,52.89504264767573
19,1410,905,16044755,16044755,1.4930855451921698,132.82783481438628
3,1357,1461,6270622,6270622,0.7132381308328136,50.85663771796971
7,549,1473,13852102,13852102,1.2005356777793779,145.3899984440163
3,640,1257,3980929,3980929,0.3837600226231893,35.243053878697474
11,1600,1995,43034155,43034155,4.716000773422411,455.8069174797472
18,185,735,9340390,9340390,0.8813579534285853,95.76992761392869
5,1893,116,275162,275162,0.05584064687274201,2.9404486780676704
16,804,1976,60208730,60208730,5.76057074761339,550.7578268171549
14,723,1144,17868146,17868146,1.7251489104846944,165.2956104343397
5,1012,575,1913035,1913035,0.1948061881204521,16.766858911800206
24,388,1678,65468858,65468858,6.153210359685624,616.3478432294925
13,1653,1944,48607786,48607786,4.9710602310773675,488.4830712786141
21,406,413,3591871,3591871,0.380911756435661,35.21703380020312
21,317,1819,66808242,66808242,5.208078556126034,593.0050483654784
11,1185,359,1721774,1721774,0.17097034429908947,16.522378013516224
6,545,559,1876014,1876014,0.1399477402823755,17.067730901558562
14,517,450,2875960,2875960,0.23792355865594006,29.466845218135127
8,1474,350,1379710,1379710,0.0970092191916867,14.46865208784222
7,1691,1758,21546058,21546058,1.593691344572477,212.3403079345012
15,99,674,6443450,6443450,0.5485550023380851,65.78906999333356
22,1717,1018,23543296,23543296,3.1285433082669254,220.3307103304222
11,1072,1690,30408180,30408180,2.8069707806331925,329.4641551698562
17,554,1784,51959010,51959010,4.766598897239353,439.833475873684
18,953,494,4633236,4633236,0.49725659609687023,48.97212153330821
16,664,857,11608075,11608075,1.060168635374875,101.50628852105295
10,124,1107,11188459,11188459,0.8241398945352755,113.28032377794617
12,1331,1126,15470124,15470124,1.5231490560862273,166.83499219125625
12,2045,48,124570,124570,0.08814882630550591,1.3051715091988705
21,776,1002,20888704,20888704,2.082524696808309,172.25241072306386
3,1628,561,1550053,1550053,0.12391566982192431,15.335648053441776
12,84,930,9612490,9612490,0.7620937153338918,78.15107609663804
13,823,451,2822368,2822368,0.2376600282258178,29.757198105181583
19,1543,748,11246938,11246938,1.109863411157246,112.213102746717
23,2032,1632,61965418,61965418,6.525952124379279,646.8007749729427
10,1855,769,6764134,6764134,0.5737011090060379,56.80762613074068
22,573,902,17631404,17631404,1.3204667953185556,181.3308177604078
24,1797,1057,27632104,27632104,4.638947509048526,292.312070454832
7,844,1792,20810506,20810506,2.2337946305507828,201.2888060841273
10,1589,754,6329840,6329840,0.5618311227428875,67.94024938977618
13,1609,987,13300822,13300822,1.018355544048544,141.67214583644727
1,539,1232,677610,677610,0.057953695800187825,6.993818289134235
1,203,969,207376,207376,0.034632046540368853,1.9505275377805136
11,1857,1060,13226690,13226690,1.213180779939196,143.2127427249752
7,1196,1951,25204979,25204979,2.2529853860676914,245.53736887931865
19,1962,1539,45697537,45697537,6.269780153748766,378.13019611054494
12,584,672,5374666,5374666,0.49947153989405424,45.13914331703766
22,1770,1012,23330658,23330658,2.5709384587499824,255.48361411768622
22,1057,1893,77313916,77313916,6.14515899138016,694.763231520964
4,467,349,533282,533282,0.08684491441052974,4.542809060806028
17,1831,2028,69572578,69572578,8.85057208961851,618.2315809708305
2,70,1323,1858825,1858825,0.1345072520266816,17.292054042989257
13,1221,1770,39796690,39796690,3.862999926244564,385.75702191046275
21,447,580,7005250,7005250,0.7539026502977071,65.95284342064629
10,1791,888,8705074,8705074,0.685314276511964,89.54061744197283
10,1370,1800,31662010,31662010,2.9921507852829126,329.89616516331307
20,972,204,995122,995122,0.2028724507540491,10.640696644346164
7,1973,657,3897334,3897334,0.31309979405796046,35.66288022022018
19,410,530,5288880,5288880,0.5046492459986277,43.54129790934602
6,1283,205,476430,476430,0.07876373827968745,4.728454721116424
21,172,1815,66252955,66252955,5.523062149766341,697.8341715419328
19,1367,32,63114,63114,0.09403648165927414,0.6267699693520281
19,648,1327,32595111,32595111,3.001950844700934,357.04208328077004
1,263,717,196468,196468,0.04194372806416205,1.639891112148941
15,1994,1041,17273323,17273323,2.107548687882325,179.25857328349903
6,1147,998,6140704,6140704,0.4273791336768212,57.99191663788418
22,1755,972,21577438,21577438,1.9559171199792722,220.74982505662652
6,1678,1676,16884034,16884034,1.274166566780378,153.8428606902702
16,1649,426,3435700,3435700,0.2987991741398964,29.740349061410004
17,411,976,15668714,15668714,1.5620799500994462,161.42735264553178
3,210,1839,7173949,7173949,0.5954498141700116,64.30461751879913
9,842,809,5932407,5932407,0.39034627234877173,54.36551755720122
1,2022,1009,2051307,2051307,0.06987105946184113,22.016360748682402
13,1123,1083,15315796,15315796,1.4515348209197252,156.5175987173937
17,574,255,1193665,1193665,0.20490106576327596,10.727504330207708
19,444,526,5228976,5228976,0.47711863329207055,48.192550222280154
23,671,1995,88965040,88965040,8.244750767159658,800.5373677101227
15,1340,1852,50546646,50546646,4.050192705232574,432.7954843076165
5,1184,1506,10877848,10877848,0.8860393489329155,92.08576106837516
7,94,441,1215847,1215847,0.13881709374616003,11.025838568772365
13,83,1829,40336776,40336776,2.982341058856072,353.9449015931134
22,1505,790,14320340,14320340,1.1444219669963556,151.99745416229672
1,443,669,303736,303736,0.032457448494688776,2.742603927445652
6,1277,755,3826350,3826350,0.2293589782199487,31.395505124099447
19,1519,1487,42102928,42102928,3.551929263479538,446.8538149487148
21,578,46,70344,70344,0.10322274753295786,0.5980101678522537
16,888,1703,45059687,45059687,4.1315662144332945,380.0563477137266
23,710,811,15072445,15072445,1.2909273892073305,150.33685296216947
5,595,1425,8991760,8991760,0.7326962347216965,91.46474430029212
13,1321,923,11463670,11463670,0.8722881125899044,114.20990063046045
24,180,850,16799410,16799410,4.020900512999364,156.57068411109856
18,1512,1750,54757510,54757510,5.576894216196151,481.1902596195601
21,1425,1652,56987402,56987402,10.948838937085208,467.5275657889349
15,2037,1024,16791562,16791562,3.2559791009521444,150.07340316527305
1,221,967,224354,224354,0.03470329340363427,1.849061318021223
21,1761,720,11658250,11658250,1.1139153174272467,107.15269488006453
12,192,112,161962,161962,0.08778559793910058,1.6987780609409688
3,692,114,106372,106372,0.03784983826472106,0.9478443588034914
4,790,1601,8976817,8976817,0.5806441611155324,90.13692565150673
13,1442,160,541610,541610,0.0992877484767683,5.865911515172077
4,857,349,669392,669392,0.07680239919801166,5.548343094664738
2,1878,286,622346,622346,0.040963270308119,5.903051198189343
13,1786,1431,27161821,27161821,2.541137000774422,244.5540511451534
18,1273,1358,33117556,33117556,3.5633120528529725,335.71622233283153
23,538,1446,46825828,46825828,3.86402436702023,475.6045516110931
18,1955,426,3929860,3929860,0.3498423315959718,38.215576811054795
7,1144,610,2940820,2940820,0.18504419008431497,28.768484689325508
6,575,356,844086,844086,0.08746525084894764,7.830448391227395
17,561,1002,16653250,16653250,1.8550071530449246,163.39773103650072
6,1144,543,2104135,2104135,0.1660467939624123,18.963305691531936
9,539,1885,29477640,29477640,2.6842424001918057,295.73655877756966
13,740,1010,13011840,13011840,1.3278303868838037,138.88273086368693
19,887,1037,20306544,20306544,3.1414813373646675,199.15676402236844
20,1424,1737,59851819,59851819,4.529766121042367,552.038022841816
3,485,1663,6359322,6359322,0.9990859098231438,57.8058895094224
10,478,523,2722225,2722225,0.2255496404490887,23.291316538857277
2,289,1752,3596866,3596866,0.228046262584786,29.996639979045973
14,956,411,2598763,2598763,0.24315513376477893,27.530915193760343
2,1715,149,279534,279534,0.034355828343407425,2.9018087883618238
3,1717,1646,8266222,8266222,0.521192263122878,67.85564008098783
6,1632,1795,19068295,19068295,1.6491650309711705,182.21230115744976
18,1640,1932,66677194,66677194,7.513026471981463,606.5984643712492
22,151,84,163558,163558,0.14178875105505867,1.582793537497236
7,324,1479,13628995,13628995,1.0061322961320485,137.96301499153708
23,1849,1145,30997450,30997450,3.128156665895285,306.63462083861106
7,659,1568,15811722,15811722,1.2628220104370862,135.84058239029613
4,700,666,1806202,1806202,0.1380852581378365,17.885510112156908
20,179,1914,70004560,70004560,5.066467836031057,627.1692095732348
4,2031,405,1320310,1320310,0.0828109175562009,12.897460624548879
10,594,926,8285858,8285858,0.6845966489756447,71.3042258216429
14,365,1572,32736910,32736910,2.449767390321175,336.7826599078513
11,1649,1588,27869410,27869410,2.0362766409212782,294.0657443022709
15,1284,446,3368648,3368648,0.24069428898415157,35.957077617256175
5,1871,1323,9496504,9496504,0.6509246509142904,88.82638245964854
19,1535,280,1849130,1849130,0.1962028996977636,16.564702762686217
11,1154,1207,15986725,15986725,1.0863591602399487,148.65942780061783
22,256,1645,57300295,57300295,5.071587899582332,624.7583734794423
6,1479,1439,12504920,12504920,0.9407726743336664,107.74165141137671
3,1939,868,3201194,3201194,0.15815622758947434,33.94811548958164
5,1225,1798,15160746,15160746,1.1020426781563986,142.21727816653276
5,407,988,4321522,4321522,0.2680635803922654,39.64944219730291
17,1975,1834,57488574,57488574,5.830372652538755,514.1279045697654
3,1394,1742,8520132,8520132,0.6150235138924053,82.56118723741888
5,1849,1401,10462678,10462678,0.6558303113285826,97.38639979356485
23,908,243,1527751,1527751,0.2538160856472195,15.660364673693119
1,1970,1271,2517861,2517861,0.08872589448022851,25.21215608395051
19,1015,915,16025320,16025320,1.229535887918764,158.97627249265344
13,1256,1902,45843916,45843916,4.066610442246244,427.9797941920966
2,1998,1413,4836709,4836709,0.2560522049113783,52.823449729780286
18,1393,468,4388446,4388446,0.3944350481669069,38.028924151804894
14,1055,1614,35606464,35606464,3.3962583893694704,359.5390173805
19,1221,1921,68825598,68825598,5.2844772459819405,650.9847899056712
7,1065,668,3400130,3400130,0.18390579176644314,32.806420948820886
15,326,377,2122143,2122143,0.24176657756040515,21.50818563692294
22,1057,1662,59817052,59817052,5.03009301160915,646.4216129904706
8,775,953,7113202,7113202,0.5044430865132145,58.31201025327751
8,1457,1676,22134942,22134942,1.9092581440840144,225.25143824980353
9,855,1982,33158870,33158870,3.0082438200146293,310.143595611544
7,33,1007,6134654,6134654,0.44130916306848156,54.64269350727303
14,404,1894,47444710,47444710,3.6479013158662874,390.22237001477544
11,1022,1061,12363843,12363843,1.0828974151354334,113.68530590537986
9,1705,34,67874,67874,0.07171668777012664,0.5701849398750437
7,442,359,938077,938077,0.11481906094987916,8.657704290588844
21,954,178,809020,809020,0.17041803336427983,7.301225751032857
5,56,223,214759,214759,0.054550018020922936,2.2416042162158796
14,1727,1754,43065972,43065972,3.822375994478168,421.6511428330768
23,1741,775,14588610,14588610,1.4968058590613509,127.38602764173217
22,1103,1909,78696626,78696626,5.674975765620582,778.3177473124166
14,254,1462,28193218,28193218,2.2953261763851334,304.49272290846835
3,123,671,991748,991748,0.09295249722762856,10.180336094741214
20,420,738,10680346,10680346,0.9927369372759371,106.61014454280613
9,868,1189,12364421,12364421,1.079564728154102,133.21236464387732
3,862,1233,4119463,4119463,0.3332404485635877,39.671244413071285
6,632,889,4527687,4527687,0.331300014921527,43.395055459741556
4,947,1895,12594180,12594180,0.9045803720179436,136.7288382974367
14,805,1020,14370790,14370790,1.592921132592818,133.21886154324812
9,1179,1308,15253906,15253906,1.6896395069098877,164.8648010447763
14,1183,1745,41691550,41691550,2.9833447374488,380.34269737362683
1,1476,155,230495,230495,0.02627047703319993,2.4108143912428384
9,1874,1070,11184720,11184720,0.7739172560702433,121.41108557521211
20,1336,1878,69576154,69576154,4.842050497916589,649.7667086883968
18,1964,422,3868062,3868062,0.29796327851090126,34.02840529872564
2,1725,1526,4979348,4979348,0.31661152346958965,51.576018461068934
16,752,1219,23237807,23237807,1.8874632019196682,248.41217197766994
23,1758,264,2006146,2006146,0.3073393154997481,17.4385073282408
10,1414,1526,23146378,23146378,2.481909407193607,223.9095720512549
17,1518,1624,44707106,44707106,3.723050310847751,487.08913214086215
24,496,316,2464178,2464178,0.35371091696909973,25.141574963164437
11,630,80,116090,116090,0.06721569700488196,1.2248017125554551
4,1059,1659,10036960,10036960,0.6569586842707384,104.31610967376744
9,1762,1301,15857899,15857899,1.0110897125105112,155.9543798035897
24,1002,290,2234750,2234750,0.3144662396982883,22.017841521741964
16,591,2039,63620888,63620888,7.854428990261325,579.9648143020512
7,1392,1813,22276341,22276341,1.6400294127934858,217.27655653276443
14,923,106,246460,246460,0.09489090618588424,2.395616096768271
4,931,546,1410328,1410328,0.11578665654763766,14.660859566946847
17,232,640,6719370,6719370,0.4899587089421286,54.9892872879913
2,544,961,1457847,1457847,0.07843493148818059,13.67770767917389
10,608,234,639766,639766,0.09549047464827268,5.550678135923786
1,1189,1566,1879210,1879210,0.1170750417783272,17.000417588156733
20,1947,528,6340762,6340762,0.5171523896659922,67.53808887893663
6,535,2011,21328676,21328676,1.9866916928560459,186.70883295084596
3,612,1288,4122898,4122898,0.25234616423853334,43.23706845496036
22,1066,114,398098,398098,0.14539090577693312,3.6487008735533157
7,946,80,115450,115450,0.058175234993031184,1.1234456522749616
23,630,400,3785210,3785210,0.45971677214222567,35.78890480934358
21,383,1405,40062180,40062180,3.1522299406248027,436.618181978995
12,1566,824,8777258,8777258,0.7405774170990962,71.94308857759938
22,713,1555,51937010,51937010,4.074306455142924,461.27579502942825
16,1605,253,1372788,1372788,0.17207997706035863,14.56105314488369
9,376,1171,11432483,11432483,0.9551243482309514,111.02205086906878
5,541,744,2627818,2627818,0.1346728589036332,25.957651317197936
1,1263,1463,1863872,1863872,0.07882000697305208,17.563671343905288
14,1542,46,99554,99554,0.08691777897481866,0.882212328033756
11,1830,1460,24018470,24018470,1.8246148476941084,226.57662089218113
19,432,1939,68568867,68568867,5.900134235936553,695.9026302674359
14,1064,1616,35707146,35707146,2.989487220375405,377.09922450219017
10,976,1007,10129423,10129423,0.9460890783595416,100.60455610447895
11,1830,1916,40257086,40257086,3.1300607859400724,390.6766175123661
21,1362,1193,30126839,30126839,2.7858868757763573,289.9161000252557
9,857,1430,17611890,17611890,1.1251379548226135,159.62883853146192
3,1393,1909,9972626,9972626,0.5900903630090252,104.33893510630783
21,898,1674,57600676,57600676,4.633071813164293,490.7719820600099
19,404,1232,27854298,27854298,2.4484858640861025,235.1687278439083
23,1150,1476,49674790,49674790,4.089193749092658,490.6061328632251
23,1834,1055,26456245,26456245,3.097093010326862,251.47220667044442
19,1105,1739,56406214,56406214,3.949355247902003,547.9178273408262
1,692,1447,1017251,1017251,0.060557088727482986,8.834445045655107
14,1111,1319,24113968,24113968,1.9446519255120789,242.3003719767322
8,270,1186,10187750,10187750,0.8434965118632873,109.28866076089439
7,671,1026,7021954,7021954,0.7035769168573056,69.91469228124488
18,1373,1303,30688266,30688266,2.3897664388117477,307.5300186094859
18,1125,2025,72045460,72045460,6.745111613353391,621.8618892380164
15,1447,1068,17540842,17540842,1.6654868936993046,176.74369942035622
